Time (Sec);S2;S14;S17;S20;S22;S25;S26;S27;S28;S29;S30;S31;S33;S34;S35;S36;S37;S38;S4;S5;S6;S7;
0.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;
1.003333333333334;19160.0;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;99.82509119999986;
2.003333333333335;19160.0;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;99.8200911999997;
3.003333333333317;19160.0;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;99.81509119999953;
4.003333333333296;19160.0;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;99.81009119999936;
5.003333333333274;19160.0;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;99.8050911999992;
6.003333333333255;19160.0;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;99.80009119999903;
7.0065253333332755;19160.0;99.79499119999886;99.79499119999886;99.79499119999886;99.79499119999886;99.0372311999991;99.79499119999886;99.0372311999991;99.79499119999886;99.79499119999886;99.79499119999886;99.79499119999886;99.79499119999886;99.79499119999886;99.79499119999886;99.79499119999886;99.79499119999886;99.79499119999886;99.0372311999991;99.79499119999886;99.79499119999886;99.79499119999886;
8.006525333333299;19160.0;99.7899911999987;99.7899911999987;99.7899911999987;99.7899911999987;98.27447119999917;99.7899911999987;98.27447119999917;99.7899911999987;99.7899911999987;99.7899911999987;99.7899911999987;99.7899911999987;99.7899911999987;99.7899911999987;99.7899911999987;99.7899911999987;99.7899911999987;98.27447119999917;99.7899911999987;99.7899911999987;99.7899911999987;
9.006525333333277;19160.0;99.78499119999853;99.78499119999853;99.78499119999853;99.78499119999853;97.51171119999924;99.78499119999853;97.51171119999924;99.78499119999853;99.78499119999853;99.78499119999853;99.78499119999853;99.78499119999853;99.78499119999853;99.78499119999853;99.78499119999853;99.78499119999853;99.78499119999853;97.51171119999924;99.78499119999853;99.78499119999853;99.78499119999853;
10.006525333333256;19160.0;99.77999119999836;99.77999119999836;99.77999119999836;99.77999119999836;96.74895119999931;99.77999119999836;96.74895119999931;99.77999119999836;99.77999119999836;99.77999119999836;99.77999119999836;99.77999119999836;99.77999119999836;99.77999119999836;99.77999119999836;99.77999119999836;99.77999119999836;96.74895119999931;99.77999119999836;99.77999119999836;99.77999119999836;
11.006525333333235;19160.0;99.7749911999982;99.7749911999982;99.7749911999982;99.7749911999982;95.98619119999938;99.7749911999982;95.98619119999938;99.7749911999982;99.7749911999982;99.7749911999982;99.7749911999982;99.7749911999982;99.7749911999982;99.7749911999982;99.7749911999982;99.7749911999982;99.7749911999982;95.98619119999938;99.7749911999982;99.7749911999982;99.7749911999982;
12.006525333333213;19160.0;99.76999119999803;99.76999119999803;99.76999119999803;99.76999119999803;95.22343119999945;99.76999119999803;95.22343119999945;99.76999119999803;99.76999119999803;99.76999119999803;99.76999119999803;99.76999119999803;99.76999119999803;99.76999119999803;99.76999119999803;99.76999119999803;99.76999119999803;95.22343119999945;99.76999119999803;99.76999119999803;99.76999119999803;
13.006525333333192;19160.0;99.76499119999787;99.76499119999787;99.0072311999981;99.76499119999787;94.46067119999952;99.0072311999981;95.21843119999929;99.76499119999787;99.0072311999981;99.76499119999787;99.0072311999981;99.76499119999787;99.76499119999787;99.76499119999787;99.76499119999787;99.76499119999787;99.76499119999787;95.21843119999929;99.76499119999787;99.76499119999787;99.76499119999787;
14.00652533333317;19160.0;99.7599911999977;99.7599911999977;98.24447119999817;99.7599911999977;93.6979111999996;98.24447119999817;95.21343119999912;99.7599911999977;98.24447119999817;99.7599911999977;98.24447119999817;99.7599911999977;99.7599911999977;99.7599911999977;99.7599911999977;99.7599911999977;99.7599911999977;95.21343119999912;99.7599911999977;99.7599911999977;99.7599911999977;
15.00652533333315;19160.0;99.75499119999753;99.75499119999753;97.48171119999824;99.75499119999753;92.93515119999967;97.48171119999824;95.20843119999896;99.75499119999753;97.48171119999824;99.75499119999753;97.48171119999824;99.75499119999753;99.75499119999753;99.75499119999753;99.75499119999753;99.75499119999753;99.75499119999753;95.20843119999896;99.75499119999753;99.75499119999753;99.75499119999753;
16.00652533333313;19160.0;99.74999119999737;99.74999119999737;96.71895119999832;99.74999119999737;92.17239119999974;96.71895119999832;95.20343119999879;99.74999119999737;96.71895119999832;99.74999119999737;96.71895119999832;99.74999119999737;99.74999119999737;99.74999119999737;99.74999119999737;99.74999119999737;99.74999119999737;95.20343119999879;99.74999119999737;99.74999119999737;99.74999119999737;
17.006525333333286;19160.0;99.7449911999972;99.7449911999972;95.95619119999839;99.7449911999972;91.40963119999981;95.95619119999839;95.19843119999862;99.7449911999972;95.95619119999839;99.7449911999972;95.95619119999839;99.7449911999972;99.7449911999972;99.7449911999972;99.7449911999972;99.7449911999972;99.7449911999972;95.19843119999862;99.7449911999972;99.7449911999972;99.7449911999972;
18.00000000000017;19160.0;99.74009119999704;99.74009119999704;95.19353119999846;99.74009119999704;90.64697119999988;95.19353119999846;95.19353119999846;99.74009119999704;95.19353119999846;99.74009119999704;95.19353119999846;99.74009119999704;99.74009119999704;99.74009119999704;99.74009119999704;99.74009119999704;99.74009119999704;95.19353119999846;99.74009119999704;99.74009119999704;99.74009119999704;
19.0065253333336;19160.0;99.73499119999687;99.73499119999687;95.18843119999829;99.73499119999687;90.64187119999971;95.18843119999829;95.18843119999829;99.73499119999687;95.18843119999829;99.73499119999687;95.18843119999829;99.73499119999687;99.73499119999687;99.73499119999687;99.73499119999687;99.73499119999687;99.73499119999687;95.18843119999829;98.9772311999971;99.73499119999687;99.73499119999687;
20.030550666667057;19160.0;99.73109119999674;99.73109119999674;95.18453119999816;99.73109119999674;90.63797119999958;95.18453119999816;95.18453119999816;99.73109119999674;95.18453119999816;99.73109119999674;95.18453119999816;99.73109119999674;99.73109119999674;99.73109119999674;99.73109119999674;99.73109119999674;99.73109119999674;95.18453119999816;98.36712319999717;99.73109119999674;99.73109119999674;
21.03055066666707;19160.0;99.73109119999674;99.73109119999674;95.18453119999816;99.73109119999674;90.63797119999958;95.18453119999816;95.18453119999816;99.73109119999674;95.18453119999816;99.73109119999674;95.18453119999816;99.73109119999674;99.73109119999674;99.73109119999674;99.73109119999674;99.73109119999674;99.73109119999674;95.18453119999816;98.36712319999717;99.73109119999674;99.73109119999674;
